Position,Track Name,Artist,Streams,date,region,spotify_id
188,Sweet but Psycho,Ava Max,5302605,2020-03-06--2020-03-13,global,25sgk305KZfyuqVBQIahim
189,Boy With Luv (feat. Halsey),BTS,5273655,2020-03-06--2020-03-13,global,5KawlOMHjWeUjQtnuRs22c
190,I Fall Apart,Post Malone,5251918,2020-03-06--2020-03-13,global,75ZvA4QfFiZvzhj2xkaWAh
191,"fuck, i'm lonely (with Anne-Marie)",Lauv,5226991,2020-03-06--2020-03-13,global,09PGubKAMryhOWv1LHpCYz
192,No Judgement,Niall Horan,5211607,2020-03-06--2020-03-13,global,5IUOU5xkzGHsRFOYNu3GSK
193,Aventura,Lunay,5206102,2020-03-06--2020-03-13,global,37zdqI4r1gswIzczSBkRon
194,"thank u, next",Ariana Grande,5203820,2020-03-06--2020-03-13,global,3e9HZxeyfWwjeyPAMmWSSQ
195,Rare,Selena Gomez,5195842,2020-03-06--2020-03-13,global,7HMmFQsKsljwTw8bS7lu19
196,Higher Love,Kygo,5168874,2020-03-06--2020-03-13,global,6oJ6le65B3SEqPwMRNXWjY
197,Girls Like You (feat. Cardi B),Maroon 5,5166429,2020-03-06--2020-03-13,global,7fa9MBXhVfQ8P8Df9OEbD8
198,Adicto (with Anuel AA & Ozuna),Tainy,5138808,2020-03-06--2020-03-13,global,3jbT1Y5MoPwEIpZndDDwVq
199,VIBEZ,DaBaby,5121486,2020-03-06--2020-03-13,global,0fySG6A6qLE8IvDpayb5bM
200,Mean It,Lauv,5110064,2020-03-06--2020-03-13,global,3uc8AGNL0KbvISIrjnfRvN
